"Year","Plot","Tag","Morphoname","Taxon","Identification.uncertain","X..cm.","Y..cm.","Tag.offset.x..cm.","Tag.offset.y..cm.","Died.this.census","Died.this.census.final","Length..cm.","Height..cm.","X..Capitulescences","Is.seedling","Number.of.individuals.represented.by.tag","Length.per.individual..cm.","Height.per.individual..cm.","Notes"
2022,"1","1060","Ivesia gordonii","Ivesia gordonii",0,172,61,-5,-5,0,0,10.5,4.5,0,0,1,,,"flowers eaten"
2022,"1","1061","Ivesia gordonii","Ivesia gordonii",0,171,65,-5,-5,0,0,14.5,4.5,0,0,1,,,"flowers eaten"
2022,"1","1069","Ivesia gordonii","Ivesia gordonii",0,196,146,10,0,0,0,12.5,4,6,0,1,,,
2022,"1","1742","Ivesia gordonii","Ivesia gordonii",0,3,171,-10,-10,0,0,15.5,4,0,0,1,,,"flowers eaten"
2022,"1","1744","Ivesia gordonii","Ivesia gordonii",0,194,32,5,0,0,0,17,6,2,0,1,,,
2022,"1","2523","Lupinus argenteus","Lupinus argenteus",0,76,160,-5,-5,0,0,15.5,7,3,0,1,,,"CR 3/8/23 note: remeasure position in 2023"
2022,"1","2941","Ivesia gordonii","Ivesia gordonii",0,197,21,-5,-5,0,0,1,0.6,0,1,1,,,
2022,"1","2942","Ivesia gordonii","Ivesia gordonii",0,5,177,0,5,0,0,0.6,0.6,0,1,1,,,
2022,"1","2943","Ivesia gordonii","Ivesia gordonii",0,12,188,-5,-5,0,0,0.7,0.8,0,1,1,,,"Next to rock"
2022,"1","2944","Lupinus argenteus","Lupinus argenteus",0,31,65,-10,-5,0,0,2.5,2,0,1,1,,,
2022,"1","2945","Ivesia gordonii","Ivesia gordonii",0,194,48,0,5,0,0,0.9,0.7,0,1,1,,,
2022,"10","108","Elymus lanceolatus","Elymus lanceolatus",0,101,52,-10,-10,0,0,32,17,1,0,1,,,
2022,"10","112","Ivesia gordonii","Ivesia gordonii",0,119,89,-10,-10,0,0,15,7,1,0,1,,,
2022,"10","114","Eriogonum umbellatum","Eriogonum umbellatum",0,101,103,-10,-10,0,0,18.5,4.5,10,0,1,,,
2022,"10","115","Ivesia gordonii","Ivesia gordonii",0,97,110,-10,-10,0,0,20.5,4.5,5,0,1,,,
2022,"10","1782","Elymus lanceolatus","Elymus lanceolatus",0,76,33,-10,-10,0,0,35,30,13,0,1,,,
2022,"10","2197","Lupinus argenteus","Lupinus argenteus",0,115,59,-5,0,0,0,5.5,6,0,0,1,,,"1 clump"
2022,"10","2865","Lupinus argenteus","Lupinus argenteus",0,125,124,-10,-10,0,0,2,2.5,0,0,1,,,
2022,"10","2971","Heterotheca villosa","Phacelia hastata",1,53,51,0,5,0,0,1.9,0.8,0,1,1,,,
2022,"10","91","Lupinus argenteus","Lupinus argenteus",0,48,37,-10,0,0,0,5.5,4.5,0,0,1,,,
2022,"10","96","Lupinus argenteus","Lupinus argenteus",0,71,111,-10,-10,0,1,0,0,0,0,1,,,
2022,"10R","3178","Lupinus argenteus","Lupinus argenteus",0,192,12,-5,-5,0,0,2.8,3.5,0,1,1,,,
2022,"10R","3179","Eriogonum umbellatum","Eriogonum umbellatum",0,35,92,-12,-14,0,0,66,4.5,61,0,1,,,
2022,"10R","3180","Elymus lanceolatus","Elymus lanceolatus",0,25,93,-5,-5,0,0,21.5,24.5,10,0,1,,,
2022,"10R","3181","Chaenactis douglasii","Chaenactis douglasii",0,135,122,-5,-5,0,0,11.5,5,7,0,1,,,
